Court_State,Court_District,Case_Type,Count,Mapping,As_Of_Date
Gujarat,GANDHINAGAR,EXE LAR,521,Civil,28-12-2021
Gujarat,GANDHINAGAR,EXE R,2553,Civil,06-07-2023
Gujarat,GANDHINAGAR,EXE S,5295,Civil,25-04-2023
Gujarat,GANDHINAGAR,EXE SM,3,Civil,21-07-2022
Gujarat,GANDHINAGAR,FSUIT,540,Civil,02-06-2023
Gujarat,GANDHINAGAR,HMP,2696,Civil,06-04-2023
Gujarat,GANDHINAGAR,IESO,2,Civil,15-08-2023
Gujarat,GANDHINAGAR,IESO LC,2,Civil,10-03-2023
Gujarat,GANDHINAGAR,INS P,4,Civil,27-09-2023
Gujarat,GANDHINAGAR,LAR,4170,Civil,04-11-2023
Gujarat,GANDHINAGAR,MACEX,856,Civil,05-04-2023
Gujarat,GANDHINAGAR,MACMA,7020,Civil,30-11-2022
Gujarat,GANDHINAGAR,MACP,8862,Civil,06-07-2023
Gujarat,GANDHINAGAR,MACRP,107,Civil,15-09-2022
Gujarat,GANDHINAGAR,MCA,1485,Civil,23-12-2021
Gujarat,GANDHINAGAR,MISC26A LC,205,Civil,22-05-2023
Gujarat,GANDHINAGAR,MTA,19,Civil,30-08-2022
Gujarat,GANDHINAGAR,MWAPP LC,4,Civil,13-07-2022
Gujarat,GANDHINAGAR,NDPS,22,Criminal,15-11-2021
Gujarat,GANDHINAGAR,PCSO,360,Criminal,14-07-2023
Gujarat,GANDHINAGAR,PRCPT,9,Civil,19-09-2022
Gujarat,GANDHINAGAR,PW MIS LC,5,Civil,09-05-2023
Gujarat,GANDHINAGAR,PWAPP LC,381,Civil,06-02-2022
Gujarat,GANDHINAGAR,RCA,1370,Civil,04-10-2023
Gujarat,GANDHINAGAR,RCS,12949,Civil,05-10-2023
Gujarat,GANDHINAGAR,RECO33C1 LC,235,Civil,19-02-2023
Gujarat,GANDHINAGAR,RECO33C2 LC,1178,Civil,13-01-2022
Gujarat,GANDHINAGAR,REFER D LC,21,Civil,18-05-2022
Gujarat,GANDHINAGAR,REFER T LC,1514,Civil,18-06-2022
Gujarat,GANDHINAGAR,REV31 LC,28,Civil,11-05-2022
Gujarat,GANDHINAGAR,REWA,94,Civil,19-05-2023
Gujarat,GANDHINAGAR,SC,1314,Criminal,12-04-2022
Gujarat,GANDHINAGAR,SMCST,3,Civil,03-01-2023
Gujarat,GANDHINAGAR,SMP,3,Civil,17-04-2023
Gujarat,GANDHINAGAR,SMRY,3410,Criminal,17-12-2022
Gujarat,GANDHINAGAR,SMST R,466,Civil,04-09-2022
Gujarat,GANDHINAGAR,SMST S,361,Civil,06-06-2023
Gujarat,GANDHINAGAR,SPCS,5544,Civil,28-08-2023
Gujarat,GANDHINAGAR,SPCS EL,36,Civil,14-05-2022
Gujarat,GANDHINAGAR,STRIKE LC,1,Civil,15-12-2022
Gujarat,GANDHINAGAR,TAPP LC,127,Civil,01-05-2023
Gujarat,GANDHINAGAR,TMSUIT,30,Civil,30-04-2023
Gujarat,GANDHINAGAR,TPA,4,Civil,13-10-2023
Gujarat,GANDHINAGAR,TSUIT,4,Civil,29-06-2022
Gujarat,GANDHINAGAR,WC FATAL LC,45,Civil,03-01-2022
Gujarat,GANDHINAGAR,WC MIS LC,49,Civil,06-10-2023
Gujarat,GANDHINAGAR,WC NFATAL L,98,Civil,27-07-2023
Gujarat,Vadodara,1STAPL ESI,1,Civil,06-12-2021
Gujarat,Vadodara,2NDAPL ESI,12,Civil,11-07-2023
Gujarat,Vadodara,ACB,183,Criminal,08-06-2022
Gujarat,Vadodara,ACB CR,1,Criminal,06-04-2022
Gujarat,Vadodara,AGRMNT LC,192,Civil,27-10-2022
Gujarat,Vadodara,APP IT,637,Civil,19-06-2022
Gujarat,Vadodara,APPEAL IC,49,Civil,21-09-2022
Gujarat,Vadodara,APPEAL IESO,1,Civil,03-03-2023
Gujarat,Vadodara,APPEAL TU,3,Civil,23-07-2023
Gujarat,Vadodara,APPEAL-IC,2,Civil,03-06-2023
Gujarat,Vadodara,APPEAL-IESO,1,Civil,29-11-2022
Gujarat,Vadodara,APP-IT,1,Civil,27-12-2022
Gujarat,Vadodara,APPLN ESI,271,Civil,18-05-2023
Gujarat,Vadodara,APPR LC,103,Civil,31-05-2023
Gujarat,Vadodara,ATRO,680,Criminal,07-03-2023
Gujarat,Vadodara,BIR-LC,7,Civil,05-06-2022
Gujarat,Vadodara,CBI CR REV,3,Criminal,06-08-2023
Gujarat,Vadodara,CBI CRMA,1,Criminal,31-10-2023
Gujarat,Vadodara,CC,123626,Criminal,17-12-2021
Gujarat,Vadodara,CC JUVE,1,Criminal,26-03-2023
Gujarat,Vadodara,CFR,834,Civil,22-05-2023
Gujarat,Vadodara,CHANGE LC,23,Civil,25-01-2022
Gujarat,Vadodara,CMA DC,6109,Civil,31-10-2022
Gujarat,Vadodara,CMA SC,1238,Civil,04-11-2022
Gujarat,Vadodara,CMPNT,1,Civil,24-11-2021
Gujarat,Vadodara,COMM APL,4,Civil,18-04-2023
Gujarat,Vadodara,COMM CMA,265,Civil,18-04-2023
Gujarat,Vadodara,COMM CS,659,Civil,21-07-2022
Gujarat,Vadodara,COMM EX,538,Civil,25-05-2022
Gujarat,Vadodara,COMM REWA,8,Civil,28-12-2022
Gujarat,Vadodara,COMM TMCS,41,Civil,26-12-2022
Gujarat,Vadodara,COMP IT,1168,Civil,12-08-2022
Gujarat,Vadodara,COMP-LC,124,Civil,20-04-2023
Gujarat,Vadodara,CR A,1817,Criminal,04-06-2022
Gujarat,Vadodara,CR EN,1609,Criminal,30-03-2022
Gujarat,Vadodara,CR RA,2148,Criminal,06-11-2023
Gujarat,Vadodara,CRA,72,Civil,02-02-2023
Gujarat,Vadodara,CRCMP-LC,5,Criminal,15-02-2022
Gujarat,Vadodara,CRMA J,20437,Criminal,12-11-2022
Gujarat,Vadodara,CRMA S,29751,Criminal,09-06-2022
Gujarat,Vadodara,CRMA-J,496,Criminal,22-08-2023
Gujarat,Vadodara,CS CCC,152,Civil,12-09-2023
Gujarat,Vadodara,DRCM,3,Criminal,30-01-2023
Gujarat,Vadodara,DST LC,314,Civil,28-11-2022
Gujarat,Vadodara,ELEC,622,Criminal,03-11-2022
Gujarat,Vadodara,ELEP,17,Other,12-06-2022
Gujarat,Vadodara,EXE LAR,198,Civil,16-04-2023
Gujarat,Vadodara,EXE R,8242,Civil,28-01-2023
Gujarat,Vadodara,EXE S,108,Civil,04-02-2023
Gujarat,Vadodara,EXE SM,8266,Civil,25-07-2022
Gujarat,Vadodara,FSUIT,4435,Civil,06-01-2023
Gujarat,Vadodara,GPID CC,25,Criminal,24-07-2023
Gujarat,Vadodara,GPID CRMA,78,Criminal,12-06-2022
Gujarat,Vadodara,GPID CVC,2,Civil,02-10-2022
Gujarat,Vadodara,HMP,5245,Civil,06-04-2022
Gujarat,Vadodara,IESO,1,Civil,12-07-2023
Gujarat,Vadodara,IESO LC,22,Civil,31-01-2023
Gujarat,Vadodara,INS P,2,Civil,10-08-2022
Gujarat,Vadodara,INTER-A,27,Civil,28-04-2022
Gujarat,Vadodara,LAR,3409,Civil,24-01-2023
Gujarat,Vadodara,MACEX,6819,Civil,18-03-2023
Gujarat,Vadodara,MACMA,14591,Civil,26-11-2022
Gujarat,Vadodara,MACP,33004,Civil,11-08-2023
Gujarat,Vadodara,MACRP,242,Civil,06-11-2022
Gujarat,Vadodara,MAMISC-LC,2,Civil,11-02-2023
Gujarat,Vadodara,MCA,2506,Civil,15-01-2023
Gujarat,Vadodara,MEDAPP LC,53,Civil,23-07-2023
Gujarat,Vadodara,MISC26A LC,1120,Civil,18-08-2022
Gujarat,Vadodara,MISCAPP ESI,9,Civil,26-07-2023
Gujarat,Vadodara,MISCAPP IC,19,Civil,17-12-2021
Gujarat,Vadodara,MISCAPP IT,342,Civil,13-03-2023
Gujarat,Vadodara,MISCAPP-ESI,1,Civil,05-11-2022
Gujarat,Vadodara,MSCAPP,1,Civil,19-06-2022
Gujarat,Vadodara,MTA,11,Other,27-10-2023
Gujarat,Vadodara,MWAPP LC,229,Civil,06-02-2022
Gujarat,Vadodara,MWMISC LC,2,Civil,17-04-2023
Gujarat,Vadodara,NDPS,111,Criminal,29-05-2023
Gujarat,Vadodara,PCSO,1224,Criminal,21-12-2022
Gujarat,Vadodara,PERM-LC,3,Civil,17-05-2023
Gujarat,Vadodara,PRELIM-A,22,Civil,09-05-2022
Gujarat,Vadodara,PREPNT,40,Civil,24-11-2022
Gujarat,Vadodara,PRMSN IT,29,Civil,11-01-2023
Gujarat,Vadodara,PW MIS LC,13,Civil,19-10-2022
Gujarat,Vadodara,PWACT,5,Civil,10-06-2023
Gujarat,Vadodara,PWAPP LC,299,Civil,02-07-2023
Gujarat,Vadodara,RCA,2532,Civil,14-10-2022
Gujarat,Vadodara,RCS,11357,Civil,12-02-2022
Gujarat,Vadodara,RECO33C1 LC,871,Civil,07-10-2023
Gujarat,Vadodara,RECO33C2 LC,6300,Civil,19-08-2022
Gujarat,Vadodara,REF IT,2790,Civil,02-05-2022
Gujarat,Vadodara,REF TU,10,Civil,12-10-2022
Gujarat,Vadodara,REFER D LC,456,Civil,09-05-2023
Gujarat,Vadodara,REFER T LC,8483,Civil,06-07-2023
Gujarat,Vadodara,REFER-LC,37,Civil,24-08-2023
Gujarat,Vadodara,REF-IC,19,Civil,21-12-2022
Gujarat,Vadodara,REF-LCIDAT,60,Civil,14-10-2023
Gujarat,Vadodara,REF-TU,1,Civil,25-12-2021
Gujarat,Vadodara,REV31 LC,538,Civil,28-07-2022
Gujarat,Vadodara,REVIEW ESI,2,Civil,06-11-2022
Gujarat,Vadodara,REVIEW IC,11,Civil,09-03-2023
Gujarat,Vadodara,REVIEW IT,17,Civil,15-06-2022
Gujarat,Vadodara,REWA,56,Civil,06-12-2021
Gujarat,Vadodara,RVSN-IC,14,Civil,01-09-2023
Gujarat,Vadodara,SC,2164,Criminal,28-07-2023
Gujarat,Vadodara,SMCST,2981,Civil,23-05-2023
Gujarat,Vadodara,SMP,2,Civil,04-05-2022
Gujarat,Vadodara,SMRY,331,Criminal,29-08-2023
Gujarat,Vadodara,SMST R,2459,Civil,16-09-2023
Gujarat,Vadodara,SMST S,746,Civil,06-07-2023
Gujarat,Vadodara,SPCS,1060,Civil,27-11-2022
Gujarat,Vadodara,SPCS EL,134,Civil,30-01-2022
Gujarat,Vadodara,SRA,214,Civil,18-08-2023
Gujarat,Vadodara,STRIKE-LC,2,Civil,30-12-2022
Gujarat,Vadodara,TAPP LC,28,Civil,25-01-2023
Gujarat,Vadodara,TMSUIT,59,Civil,10-05-2023
Gujarat,Vadodara,TPA,14,Other,29-06-2022
Gujarat,Vadodara,TSUIT,5,Civil,28-03-2022
Gujarat,Vadodara,WC FATAL LC,389,Civil,16-03-2022
Gujarat,Vadodara,WC MIS LC,333,Civil,08-08-2022
Gujarat,Vadodara,WC NFATAL L,382,Civil,12-04-2022
Haryana,Bhiwani,APP,5515,Other,11-02-2022
Haryana,Bhiwani,ARB,116,Civil,17-06-2023
Haryana,Bhiwani,BA,11651,Criminal,31-08-2023
Haryana,Bhiwani,CA,6687,Civil,15-02-2022
Haryana,Bhiwani,CHA,8511,Criminal,18-10-2022
Haryana,Bhiwani,CHI,25066,Criminal,31-01-2023
Haryana,Bhiwani,CM,3354,Civil,20-01-2023
Haryana,Bhiwani,CMA,1119,Civil,15-08-2023
Haryana,Bhiwani,CO-OB,1,Other,02-10-2022
Haryana,Bhiwani,COMA,19479,Criminal,31-01-2022
Haryana,Bhiwani,COMI,5730,Criminal,17-07-2022
Haryana,Bhiwani,COOB,57,Civil,27-11-2022
Haryana,Bhiwani,CRA,4242,Criminal,23-06-2022
Haryana,Bhiwani,CRM,3993,Criminal,03-02-2022
Haryana,Bhiwani,CRMP,3145,Criminal,20-07-2023
Haryana,Bhiwani,CRR,2467,Criminal,16-02-2022
Haryana,Bhiwani,CS,36759,Civil,16-02-2023
Haryana,Bhiwani,CS37,2,Civil,05-07-2023
Haryana,Bhiwani,DMC,7072,Civil,22-08-2023
Haryana,Bhiwani,ELC,15027,Criminal,18-05-2022
Haryana,Bhiwani,EP,89,Civil,04-08-2023
Haryana,Bhiwani,EXE,12666,Civil,11-12-2021
Haryana,Bhiwani,FD,1,Civil,30-03-2022
Haryana,Bhiwani,GW,1017,Civil,23-01-2022
Haryana,Bhiwani,INDIG,34,Civil,24-10-2022
Haryana,Bhiwani,INDIGA,3,Civil,23-06-2022
Haryana,Bhiwani,INSO,3,Civil,11-06-2022
Haryana,Bhiwani,IT ACT,1,Other,29-07-2022
Haryana,Bhiwani,JJB,1020,Criminal,17-09-2023
Haryana,Bhiwani,LAC,1986,Civil,26-06-2023
Haryana,Bhiwani,MACM,578,Civil,02-03-2022
Haryana,Bhiwani,MACP,4670,Civil,12-06-2023
Haryana,Bhiwani,MNT125,5012,Criminal,04-07-2023
Haryana,Bhiwani,MPL,2,Civil,04-08-2022
Haryana,Bhiwani,NACT,2375,Criminal,15-05-2023
Haryana,Bhiwani,NDPS,316,Criminal,26-12-2021
Haryana,Bhiwani,PC,92,Criminal,24-06-2022
Haryana,Bhiwani,PFA,3,Civil,13-03-2022
Haryana,Bhiwani,PRI,1,Civil,28-09-2023
Haryana,Bhiwani,PROB,13,Civil,01-11-2023
Haryana,Bhiwani,RA,303,Civil,08-03-2022
Haryana,Bhiwani,REMP,55,Criminal,02-09-2022
Haryana,Bhiwani,RENT,214,Civil,21-04-2022
Haryana,Bhiwani,REW,5,Civil,05-11-2022
Haryana,Bhiwani,RP,975,Civil,07-02-2023
Haryana,Bhiwani,SC,2902,Criminal,15-01-2023
Haryana,Bhiwani,SUCC,835,Civil,15-11-2022
Haryana,Bhiwani,SUMM,7919,Criminal,24-12-2022
Haryana,Bhiwani,TA,62,Civil,14-11-2021
Haryana,Bhiwani,TRAFFIC,1458,Criminal,06-02-2022
Haryana,Bhiwani,TRF,19458,Criminal,05-04-2022
Haryana,Bhiwani,UCR,758,Criminal,28-11-2022
Haryana,Bhiwani,UNTRACED CANCELLATION REPORT,57,Criminal,05-04-2023
Haryana,Fatehabad,446 CRPC,58,Criminal,04-12-2021
Haryana,Fatehabad,APP,3,Other,22-12-2022
Haryana,Fatehabad,ARB,474,Civil,23-03-2022
Haryana,Fatehabad,BA,9708,Criminal,19-06-2022
Haryana,Fatehabad,CA,3332,Civil,20-04-2023
Haryana,Fatehabad,CHA,6714,Criminal,03-07-2023
Haryana,Fatehabad,CHI,12318,Criminal,10-09-2022
Haryana,Fatehabad,CM,1849,Civil,05-05-2023
Haryana,Fatehabad,CMA,437,Civil,10-02-2023
Haryana,Fatehabad,COMA,3406,Criminal,08-02-2022
Haryana,Fatehabad,COMI,2398,Other,29-11-2022
Haryana,Fatehabad,CR,2,Civil,21-10-2023
Haryana,Fatehabad,CRA,2424,Criminal,02-11-2022
Haryana,Fatehabad,CRM,2193,Criminal,17-01-2022
Haryana,Fatehabad,CRMP,304,Criminal,24-05-2022
Haryana,Fatehabad,CRR,1276,Criminal,21-06-2023
Haryana,Fatehabad,CS,19193,Civil,28-11-2022
Haryana,Fatehabad,CS37,25,Civil,19-03-2022
Haryana,Fatehabad,DMC,116,Civil,12-08-2022
Haryana,Fatehabad,ELC,422,Criminal,07-07-2022
Haryana,Fatehabad,EP,29,Civil,26-03-2022
Haryana,Fatehabad,EXE,4929,Civil,04-05-2023
Haryana,Fatehabad,FA-1948,419,Civil,29-12-2021
Haryana,Fatehabad,FD,44,Civil,06-07-2023
Haryana,Fatehabad,GW,545,Civil,30-12-2022
Haryana,Fatehabad,HMA,4769,Civil,10-05-2022
Haryana,Fatehabad,INDIG,71,Civil,21-07-2023
Haryana,Fatehabad,INDIGA,16,Civil,16-06-2023
Haryana,Fatehabad,JJB,460,Criminal,02-12-2022
Haryana,Fatehabad,LAC,1032,Civil,25-12-2021
Haryana,Fatehabad,MACM,10,Civil,06-01-2022
Haryana,Fatehabad,MACP,2018,Civil,28-09-2023
Haryana,Fatehabad,MNT125,1825,Criminal,22-08-2022
Haryana,Fatehabad,MPLA,1,Civil,28-12-2021
Haryana,Fatehabad,NACT,11809,Criminal,05-03-2023
Haryana,Fatehabad,NDPS,1385,Criminal,04-08-2022
Haryana,Fatehabad,OBJ,48,Civil,29-06-2023
Haryana,Fatehabad,PC,63,Criminal,29-05-2022
Haryana,Fatehabad,PP,25,Criminal,07-08-2023
Haryana,Fatehabad,PROB,13,Civil,22-04-2023
Haryana,Fatehabad,PUS446,9,Criminal,26-10-2023
Haryana,Fatehabad,RA,14,Civil,25-03-2022
Haryana,Fatehabad,REMP,7815,Criminal,16-07-2022
Haryana,Fatehabad,RENT,16,Civil,16-12-2021
Haryana,Fatehabad,SC,1534,Criminal,21-08-2022
Haryana,Fatehabad,SC AND ST ACT,41,Criminal,13-04-2023
Haryana,Fatehabad,SUCC,243,Civil,06-07-2023
Haryana,Fatehabad,SUMM,13045,Criminal,18-01-2022
Haryana,Fatehabad,TA,78,Civil,13-09-2023
Haryana,Fatehabad,TELE ACT,5,Other,07-08-2023
Haryana,Fatehabad,TRAFFIC,15022,Criminal,10-02-2022
Haryana,Fatehabad,TRUA,29,Civil,16-08-2022
Haryana,Fatehabad,UCR,10039,Criminal,20-12-2021
Haryana,Gurugram,148-A,19,Civil,13-06-2023
Haryana,Gurugram,APP,3895,Other,09-11-2023
Haryana,Gurugram,ARB,1281,Civil,26-06-2023
Haryana,Gurugram,BA,23239,Criminal,01-05-2022
Haryana,Gurugram,BENGAL ACT,11,Civil,06-08-2023
Haryana,Gurugram,CA,2695,Civil,27-12-2021
Haryana,Gurugram,CHA,29560,Criminal,02-01-2023
Haryana,Gurugram,CHI,8684,Criminal,09-01-2022
Haryana,Gurugram,CM,2504,Civil,19-05-2023
Haryana,Gurugram,CMA,304,Civil,17-05-2023
Haryana,Gurugram,COMA,290,Criminal,16-01-2022
Haryana,Gurugram,COMI,1032,Criminal,17-10-2023
Haryana,Gurugram,CR,5,Civil,27-07-2022
Haryana,Gurugram,CRM,111,Criminal,10-08-2023
Haryana,Gurugram,CS,21145,Civil,10-06-2023
Haryana,Gurugram,CS37,9,Civil,20-09-2023
Haryana,Gurugram,D.V. ACT,96,Criminal,04-11-2022
Haryana,Gurugram,DV ACT,124,Criminal,21-11-2021
Haryana,Gurugram,EP,21,Civil,18-12-2022
Haryana,Gurugram,EXE,611,Civil,05-11-2022
Haryana,Gurugram,FD,21,Civil,21-02-2023
Haryana,Gurugram,GW,118,Civil,24-11-2021
Haryana,Gurugram,HMA,2,Civil,11-03-2023
Haryana,Gurugram,INSO,5,Civil,05-12-2022
Haryana,Gurugram,ITA,1,Other,12-12-2021
Haryana,Gurugram,LAC,11,Civil,02-10-2023
Haryana,Gurugram,MNT125,1,Criminal,14-11-2022
Haryana,Gurugram,N.I.ACT,1535,Criminal,11-02-2022
Haryana,Gurugram,NACT,1534,Criminal,10-11-2023
Haryana,Gurugram,NDPS,16,Criminal,24-07-2023
Haryana,Gurugram,PETITION OF ELC ACT U/S 154(5),1,Other,26-12-2021
Haryana,Gurugram,RA,74,Civil,19-06-2022
Haryana,Gurugram,REMP,9,Criminal,09-06-2023
Haryana,Gurugram,RENT,38,Civil,26-09-2023
Haryana,Gurugram,RP,42,Civil,18-04-2023
Haryana,Gurugram,SUCC,76,Civil,17-07-2022
Haryana,Gurugram,SUMM,1,Criminal,01-09-2022
Haryana,Gurugram,TRAFFIC,811,Criminal,02-02-2022
Haryana,Gurugram,TRF,69,Criminal,01-02-2022
Haryana,Gurugram,UCR,275,Criminal,10-04-2023
Haryana,Nuh,128 EXE,27,Criminal,10-06-2022
Haryana,Nuh,138 NI ACT,2181,Criminal,06-01-2022
Haryana,Nuh,APP,1901,Other,28-08-2023
Haryana,Nuh,ARB,281,Civil,20-10-2023
Haryana,Nuh,BA,9270,Criminal,12-07-2023
Haryana,Nuh,BENGAL ACT,10,Civil,24-05-2022
Haryana,Nuh,CA,2047,Civil,13-05-2023
Haryana,Nuh,CHA,3281,Criminal,27-02-2022
Haryana,Nuh,CHI,14279,Criminal,23-12-2021
Haryana,Nuh,CM,5356,Civil,03-08-2022
Haryana,Nuh,CMA,457,Civil,14-12-2022
Haryana,Nuh,COMA,947,Criminal,08-08-2022
Haryana,Nuh,COMI,4032,Criminal,06-02-2022
Haryana,Nuh,COUNTER CLAIM-CROSS OBJ,1,Civil,10-04-2022
Haryana,Nuh,CRA,987,Criminal,17-03-2023
Haryana,Nuh,CRM,2175,Criminal,13-06-2022
Haryana,Nuh,CRMP,144,Criminal,03-05-2022
Haryana,Nuh,CRR,1439,Criminal,24-04-2022
Haryana,Nuh,CS,16837,Civil,01-09-2023
Haryana,Nuh,CS37,637,Civil,05-08-2022
Haryana,Nuh,DMC,559,Civil,05-06-2022
Haryana,Nuh,DV,20,Criminal,26-05-2023
Haryana,Nuh,ELC,142,Criminal,11-10-2023
Haryana,Nuh,EXE,5445,Civil,16-04-2023
Haryana,Nuh,GW,116,Civil,21-01-2022
Haryana,Nuh,HMA,102,Civil,10-07-2022
Haryana,Nuh,INSO,2,Civil,26-07-2023
Haryana,Nuh,JJB,6,Criminal,27-07-2023
Haryana,Nuh,LAC,665,Civil,25-04-2023
Haryana,Nuh,MNT 125,10,Criminal,31-01-2022
Haryana,Nuh,MNT125,17,Criminal,17-02-2023
Haryana,Nuh,RA,1,Civil,22-08-2022
Haryana,Nuh,RP,82,Civil,18-04-2023
Haryana,Nuh,RPC,1,Criminal,10-11-2023
Haryana,Nuh,SC,5,Criminal,11-08-2023
Haryana,Nuh,SUCC,35,Civil,07-10-2023
Haryana,Panchkula,446 CRPC,180,Criminal,20-01-2022
Haryana,Panchkula,APP,356,Other,04-12-2021
Haryana,Panchkula,ARB,667,Civil,18-04-2023
Haryana,Panchkula,BA,8015,Criminal,04-11-2022
Haryana,Panchkula,C.OB.A,18,Civil,28-02-2022
Haryana,Panchkula,CA,3149,Civil,11-09-2022
Haryana,Panchkula,CHA,2115,Criminal,30-09-2023
Haryana,Panchkula,CHI,9981,Criminal,03-06-2022
Haryana,Panchkula,CM,2898,Civil,28-11-2021
Haryana,Panchkula,CMA,605,Civil,14-09-2022
Haryana,Panchkula,COMA,1943,Criminal,14-02-2023
Haryana,Panchkula,COMI,1552,Criminal,23-05-2023
Haryana,Panchkula,CR,9,Civil,31-03-2023
Haryana,Panchkula,CRA,2088,Criminal,27-09-2022
Haryana,Panchkula,CRM,790,Criminal,15-08-2022
Haryana,Panchkula,CRMP,39,Criminal,23-02-2023
Haryana,Panchkula,CRR,886,Criminal,12-10-2023
Haryana,Panchkula,CS,10067,Civil,25-10-2023
Haryana,Panchkula,CS37,1,Civil,22-05-2022
Haryana,Panchkula,DMC,4,Civil,02-07-2022
Haryana,Panchkula,EP,1,Civil,07-01-2023
Haryana,Panchkula,EXE,480,Civil,20-10-2022
Haryana,Panchkula,GW,81,Civil,29-06-2022
Haryana,Panchkula,HMA,69,Civil,12-12-2022
Haryana,Panchkula,INDIGA,1,Civil,27-06-2022
Haryana,Panchkula,LAC,1,Civil,25-03-2023
Haryana,Panchkula,MHA,1,Civil,23-02-2022
Haryana,Panchkula,MNT125,276,Criminal,12-08-2022
Haryana,Panchkula,NACT,1677,Criminal,25-09-2022
Haryana,Panchkula,NDPS,15,Criminal,31-08-2022
Haryana,Panchkula,PROB,1,Civil,06-09-2023
Haryana,Panchkula,REMP,3,Criminal,13-01-2022
Haryana,Panchkula,REW,1,Civil,25-02-2022
Haryana,Panchkula,RP,272,Civil,26-10-2022
Haryana,Panchkula,SUCC,60,Civil,19-08-2023
Haryana,Panchkula,TRAFFIC,21906,Criminal,08-08-2023
Haryana,Panchkula,TRF,10,Criminal,21-08-2023
Haryana,Panchkula,UCR,39,Criminal,03-09-2022
Haryana,Sonepat,125  CR. P. C.,3471,Criminal,09-08-2022
Haryana,Sonepat,127 CR.P.C,167,Criminal,12-04-2023
Haryana,Sonepat,APP,615,Other,12-01-2023
Haryana,Sonepat,ARB,699,Civil,24-07-2022
Haryana,Sonepat,BA,15510,Criminal,14-06-2022
Haryana,Sonepat,BR ACT,188,Civil,26-11-2022
Haryana,Sonepat,CA,5307,Civil,19-03-2022
Haryana,Sonepat,CANCL,14,Criminal,08-10-2023
Haryana,Sonepat,CANCR,2707,Criminal,04-02-2023
Haryana,Sonepat,CHA,8531,Criminal,31-03-2023
Haryana,Sonepat,CHI,21461,Criminal,19-12-2022
Haryana,Sonepat,CM,2437,Civil,03-10-2023
Haryana,Sonepat,CMA,25,Civil,18-08-2022
Haryana,Sonepat,COMA,5864,Criminal,26-03-2023
Haryana,Sonepat,COMI,1418,Criminal,01-07-2022
Haryana,Sonepat,CRM,258,Criminal,29-11-2022
Haryana,Sonepat,CS,28931,Civil,07-04-2023
Haryana,Sonepat,CS37,1,Civil,23-03-2023
Haryana,Sonepat,DMC,2,Civil,13-06-2023
Haryana,Sonepat,EP,24,Civil,20-04-2022
Haryana,Sonepat,EXE,1515,Civil,11-09-2022
Haryana,Sonepat,FD,6,Civil,29-08-2022
Haryana,Sonepat,GW,13,Civil,15-09-2022
Haryana,Sonepat,H.M.G ACT,192,Civil,12-09-2022
Haryana,Sonepat,HMG ACT,4,Civil,23-02-2022
Haryana,Sonepat,INDIG,1,Civil,10-04-2023
Haryana,Sonepat,NACT,643,Criminal,14-10-2023
Haryana,Sonepat,NDPS,136,Criminal,19-08-2023
Haryana,Sonepat,OBJ,2,Civil,25-07-2023
Haryana,Sonepat,P.O,2,Criminal,01-11-2023
Haryana,Sonepat,PETITION,26,Criminal,27-09-2023
Haryana,Sonepat,PROB,11,Civil,03-08-2022
Haryana,Sonepat,RENT,56,Civil,11-11-2023
Haryana,Sonepat,RP,14,Civil,03-03-2023
Haryana,Sonepat,SUCC,313,Civil,01-12-2021
Haryana,Sonepat,SUMM,36,Criminal,24-07-2023
Haryana,Sonepat,TRAFFIC,5466,Criminal,23-03-2023
Haryana,Sonepat,UNTR,432,Criminal,08-10-2023
Himachal Pradesh,Hamirpur,125 CR. P.C.,642,Criminal,06-09-2022
Himachal Pradesh,Hamirpur,127 CR. P.C.,103,Criminal,13-11-2023
Himachal Pradesh,Hamirpur,128 CR. P.C.,1,Criminal,07-05-2023
Himachal Pradesh,Hamirpur,ARBITRATION ACT.,15,Civil,07-12-2021
Himachal Pradesh,Hamirpur,ARMS ACT.,1,Criminal,09-11-2022
Himachal Pradesh,Hamirpur,ATROCITY ACT,3,Criminal,01-05-2023
Himachal Pradesh,Hamirpur,BAIL APPLICATION,2103,Criminal,23-07-2022
Himachal Pradesh,Hamirpur,CALANDRA,39,Criminal,13-12-2021
Himachal Pradesh,Hamirpur,CIVIL APPEAL,2207,Civil,24-12-2022
Himachal Pradesh,Hamirpur,CIVIL EXECUTION,1297,Civil,04-10-2023
Himachal Pradesh,Hamirpur,CIVIL MISC APPLICATION,10432,Civil,22-03-2022
Himachal Pradesh,Hamirpur,CIVIL MISC. APPEAL,791,Civil,24-03-2023
Himachal Pradesh,Hamirpur,CIVIL MISC. PETITION,4796,Civil,29-11-2022
Himachal Pradesh,Hamirpur,CIVIL REVISION,12,Civil,04-04-2022
Himachal Pradesh,Hamirpur,CIVIL SUIT,15823,Civil,19-08-2023
Himachal Pradesh,Hamirpur,CIVIL TRANSFER APPLICATION,158,Civil,10-05-2022
Himachal Pradesh,Hamirpur,CLAIM PETITION,43,Civil,04-07-2022
Himachal Pradesh,Hamirpur,COMP. D.V. ACT.,338,Criminal,22-07-2022
Himachal Pradesh,Hamirpur,COMP. USEC 138 NIA,3291,Criminal,10-07-2023
Himachal Pradesh,Hamirpur,COMPLAINT IPC PVT. COMPLAINT,624,Criminal,16-04-2022
