Court_State,Court_District,Case_Type,Count,Mapping,As_Of_Date
Himachal Pradesh,Hamirpur,COMPLAINT OF MIN. WAGES ACT.,23,Criminal,02-07-2022
Himachal Pradesh,Hamirpur,COPY RIGHT ACT.,2,Criminal,04-09-2022
Himachal Pradesh,Hamirpur,CORRUPTION CASE,31,Criminal,24-02-2022
Himachal Pradesh,Hamirpur,COUNTER CLAIM,153,Civil,13-01-2022
Himachal Pradesh,Hamirpur,CR. M. A.,10395,Criminal,15-02-2023
Himachal Pradesh,Hamirpur,CRIMINAL APPEAL,765,Criminal,12-10-2022
Himachal Pradesh,Hamirpur,CRIMINAL CASE,17,Criminal,09-04-2023
Himachal Pradesh,Hamirpur,CRIMINAL MISC. PETITION,165,Criminal,26-05-2023
Himachal Pradesh,Hamirpur,CRIMINAL REVISION,426,Criminal,15-02-2023
Himachal Pradesh,Hamirpur,CRIMINAL TRANSFER APPLICATION,47,Criminal,10-12-2021
Himachal Pradesh,Hamirpur,CROSS OBJECTION,33,Civil,08-09-2023
Himachal Pradesh,Hamirpur,DOMESTIC VIOLENCE ACT.,707,Criminal,03-07-2023
Himachal Pradesh,Hamirpur,DRUGS AND COSMETICS ACT,40,Criminal,12-02-2022
Himachal Pradesh,Hamirpur,ELECTION PETITION,12,Civil,19-03-2022
Himachal Pradesh,Hamirpur,ELECTRICITY ACT,1,Criminal,14-04-2022
Himachal Pradesh,Hamirpur,EQUAL REMUNERATION ACT,1,Criminal,15-11-2021
Himachal Pradesh,Hamirpur,ESSENTIAL COMMODITY ACT.,11,Criminal,21-08-2022
Himachal Pradesh,Hamirpur,EXCISE ACT.,360,Criminal,14-06-2022
Himachal Pradesh,Hamirpur,EXECUTION PETITION,602,Civil,10-05-2023
Himachal Pradesh,Hamirpur,EXECUTION PETITIONS,99,Criminal,05-07-2022
Himachal Pradesh,Hamirpur,FACTORY ACT,1,Criminal,30-06-2023
Himachal Pradesh,Hamirpur,FOOD ACT.,19,Criminal,01-12-2021
Himachal Pradesh,Hamirpur,GAMBLING ACT,8,Criminal,21-03-2022
Himachal Pradesh,Hamirpur,GUARDIANS AND WARDS ACT,116,Civil,16-05-2022
Himachal Pradesh,Hamirpur,HINDU ADOPTATION AND MAINT ACT,1,Civil,09-12-2021
Himachal Pradesh,Hamirpur,HINDU MARRIAGE ACT,2630,Civil,20-03-2023
Himachal Pradesh,Hamirpur,INDIAN FOREST ACT.,14,Criminal,15-03-2023
Himachal Pradesh,Hamirpur,IT ACT,1,Criminal,05-07-2023
Himachal Pradesh,Hamirpur,JUVENILE,69,Criminal,02-09-2023
Himachal Pradesh,Hamirpur,JUVENILE ACT,7,Criminal,27-08-2023
Himachal Pradesh,Hamirpur,JUVENILE IPC,65,Criminal,07-07-2022
Himachal Pradesh,Hamirpur,LABOUR ACT.,27,Criminal,26-03-2023
Himachal Pradesh,Hamirpur,LAND AQ. CASES,52,Civil,28-02-2023
Himachal Pradesh,Hamirpur,M.A.C.T,1396,Civil,18-05-2022
Himachal Pradesh,Hamirpur,MACT EXECUTION,79,Civil,13-07-2022
Himachal Pradesh,Hamirpur,MENTAL HEALTH ACT. 1987,6,Civil,10-07-2022
Himachal Pradesh,Hamirpur,MINE ACT.,488,Criminal,12-04-2023
Himachal Pradesh,Hamirpur,MISC CIVIL CASE,5913,Civil,25-03-2022
Himachal Pradesh,Hamirpur,MISC CRIMINAL CASE,639,Criminal,22-05-2022
Himachal Pradesh,Hamirpur,MISC CRIMINAL REVISION,4,Criminal,17-02-2022
Himachal Pradesh,Hamirpur,MISC. CIVIL,3610,Civil,17-12-2021
Himachal Pradesh,Hamirpur,MISC.RENT CONTROL CASES,1,Civil,26-11-2021
Himachal Pradesh,Hamirpur,MOTOR TRANSPORT WORKERS ACT,8,Criminal,16-11-2021
Himachal Pradesh,Hamirpur,MOTOR VEHC ACT,22605,Criminal,16-05-2023
Himachal Pradesh,Hamirpur,MUNCIPALITY BOARD APPEAL,2,Criminal,21-11-2021
Himachal Pradesh,Hamirpur,MUSLIM MARRIAGE PETITION,5,Civil,01-03-2022
Himachal Pradesh,Hamirpur,NDPS ACT,189,Criminal,11-07-2023
Himachal Pradesh,Hamirpur,OBJECTION PETITION,51,Civil,06-03-2022
Himachal Pradesh,Hamirpur,ORIGINAL CIVIL SUITS,9,Civil,08-08-2023
Himachal Pradesh,Hamirpur,PANCHAYAT APPEAL,12,Civil,22-02-2023
Himachal Pradesh,Hamirpur,PANCHAYAT APPEAL.,119,Criminal,21-08-2022
Himachal Pradesh,Hamirpur,PANCHYAT APPLICATION,185,Criminal,11-03-2023
Himachal Pradesh,Hamirpur,PAUPER APPLICATION,93,Civil,23-08-2023
Himachal Pradesh,Hamirpur,PAYMENT OF WAGES ACT,12,Civil,02-08-2023
Himachal Pradesh,Hamirpur,"PDP ACT, 2014(O)",1,Criminal,23-06-2022
Himachal Pradesh,Hamirpur,POLICE ACT.,27,Criminal,30-06-2022
Himachal Pradesh,Hamirpur,POLICE CHALLAN,4454,Criminal,06-09-2023
Himachal Pradesh,Hamirpur,PRECEPT,1,Civil,30-11-2022
Himachal Pradesh,Hamirpur,PREVENTION OF CRUELTY TO ANIMAL ACT,1,Criminal,30-08-2023
Himachal Pradesh,Hamirpur,PREVENTION OF DISFIGERMENT ACT,1,Criminal,31-10-2022
Himachal Pradesh,Hamirpur,PROBATE CASE,10,Civil,30-09-2023
Himachal Pradesh,Hamirpur,RAILWAY ACT(O),1,Criminal,08-12-2021
Himachal Pradesh,Hamirpur,REFERENCE PETITION,2,Civil,14-10-2023
Himachal Pradesh,Hamirpur,RENT APPEAL,38,Civil,19-04-2022
Himachal Pradesh,Hamirpur,RENT CASE,92,Civil,26-03-2022
Himachal Pradesh,Hamirpur,RENT CONTROL APPEAL,2,Civil,22-10-2022
Himachal Pradesh,Hamirpur,RENT CONTROL CASE,4,Civil,15-02-2022
Himachal Pradesh,Hamirpur,REVIEW PETITION,1,Civil,24-01-2023
Himachal Pradesh,Hamirpur,SC ST PREVENTION OF ATROCITY ACT(O),1,Criminal,15-09-2023
Himachal Pradesh,Hamirpur,SESSION TRIAL,478,Criminal,05-12-2022
Himachal Pradesh,Hamirpur,SHOPS ACT. 1969,112,Criminal,05-02-2023
Himachal Pradesh,Hamirpur,ST  TRANSFER,2,Other,29-12-2021
Himachal Pradesh,Hamirpur,SUCCESSION ACT.,191,Civil,24-03-2022
Himachal Pradesh,Hamirpur,SUCCESSION CASE,5,Civil,16-02-2023
Himachal Pradesh,Hamirpur,SUIT FOR RECOVERY,9,Civil,24-06-2023
Himachal Pradesh,Hamirpur,SUMMARY CHALLAN,8,Criminal,30-10-2023
Himachal Pradesh,Hamirpur,TOURISUM ACT,1,Criminal,06-09-2022
Himachal Pradesh,Hamirpur,TRANSFER APPL,19,Criminal,20-08-2023
Himachal Pradesh,Hamirpur,TRANSFER APPL.,39,Other,29-06-2023
Himachal Pradesh,Hamirpur,UTR CR,351,Criminal,16-12-2021
Himachal Pradesh,Hamirpur,WAGES ACT,7,Criminal,14-04-2022
Himachal Pradesh,Hamirpur,WILD PROTECTION ACT,2,Criminal,06-09-2022
Himachal Pradesh,Hamirpur,WORKMAN COMPENSATION ACT,164,Civil,01-08-2023
Himachal Pradesh,Kangra,125 CR. P.C.,2112,Criminal,06-04-2022
Himachal Pradesh,Kangra,127 CR. P.C.,363,Criminal,04-07-2023
Himachal Pradesh,Kangra,128 CR. P.C.,2491,Criminal,01-09-2023
Himachal Pradesh,Kangra,A.I.R.,3759,Criminal,23-02-2022
Himachal Pradesh,Kangra,ARBITATION EXECUTION,54,Civil,28-08-2022
Himachal Pradesh,Kangra,ARBITRATION ACT.,43,Civil,12-02-2022
Himachal Pradesh,Kangra,ARMS ACT.,6,Criminal,15-04-2022
Himachal Pradesh,Kangra,BAIL APPLICATION,6499,Criminal,05-02-2022
Himachal Pradesh,Kangra,CALANDRA,150,Criminal,05-05-2022
Himachal Pradesh,Kangra,CIVIL APPEAL,2698,Civil,07-04-2023
Himachal Pradesh,Kangra,CIVIL EXECUTION,2141,Civil,14-02-2023
Himachal Pradesh,Kangra,CIVIL MISC. APPEAL,669,Civil,06-04-2022
Himachal Pradesh,Kangra,CIVIL MISC. APPLICATION,34171,Civil,20-03-2023
Himachal Pradesh,Kangra,CIVIL MISC. PETITION,358,Civil,19-06-2022
Himachal Pradesh,Kangra,CIVIL REVISION,77,Civil,02-08-2022
Himachal Pradesh,Kangra,CIVIL SUIT,14684,Civil,10-05-2022
Himachal Pradesh,Kangra,CIVIL TRANSFER APPLICATION,206,Civil,01-10-2023
Himachal Pradesh,Kangra,CLAIM PETITION,23,Civil,30-06-2023
Himachal Pradesh,Kangra,COMP. D.V. ACT.,1437,Criminal,21-08-2022
Himachal Pradesh,Kangra,COMP. UNDSEC 138 NIA,10709,Criminal,08-04-2022
Himachal Pradesh,Kangra,COMPLAINT IPC OR PVT. COMPLAINT,1409,Criminal,20-09-2022
Himachal Pradesh,Kangra,COMPLAINT IPC PVT. COMPLAINT,135,Criminal,22-05-2022
Himachal Pradesh,Kangra,COMPLAINT OF MIN. WAGES ACT.,52,Criminal,02-07-2022
Himachal Pradesh,Kangra,COPY RIGHT ACT.,40,Criminal,06-01-2022
Himachal Pradesh,Kangra,CORRUPTION CASE,100,Criminal,30-04-2023
Himachal Pradesh,Kangra,COUNTER CLAIM,291,Civil,27-07-2023
Himachal Pradesh,Kangra,COUNTRY PLANNING ACT,1,Civil,16-09-2023
Himachal Pradesh,Kangra,CR. M. A.,13301,Criminal,22-02-2023
Himachal Pradesh,Kangra,CRIMINAL APPEAL,2013,Criminal,04-10-2022
Himachal Pradesh,Kangra,CRIMINAL CASE,766,Criminal,12-10-2023
Himachal Pradesh,Kangra,CRIMINAL MISC. PETITION,117,Criminal,24-09-2023
Himachal Pradesh,Kangra,CRIMINAL REVISION,655,Criminal,18-05-2022
Himachal Pradesh,Kangra,CRIMINAL TRANSFER APPLICATION,171,Criminal,16-08-2022
Himachal Pradesh,Kangra,CROSS OBJECTION,70,Civil,26-08-2022
Himachal Pradesh,Kangra,DEPARTMENTAL ENQUIRY,1,Civil,05-11-2022
Himachal Pradesh,Kangra,DOMESTIC VIOLENCE ACT.,1768,Criminal,25-05-2023
Himachal Pradesh,Kangra,DOWRY PROHIBITION ACT,1,Criminal,06-08-2023
Himachal Pradesh,Kangra,DRUGS AND COSMETICS ACT,368,Criminal,16-04-2023
Himachal Pradesh,Kangra,ELECTION PETITION,49,Civil,24-04-2022
Himachal Pradesh,Kangra,ELECTRICITY ACT,2,Criminal,28-03-2023
Himachal Pradesh,Kangra,ESSENTIAL COMMODITY ACT.,21,Criminal,29-01-2023
Himachal Pradesh,Kangra,EVICTION APPEAL,9,Civil,21-04-2023
Himachal Pradesh,Kangra,EXCISE ACT.,3384,Criminal,03-07-2023
Himachal Pradesh,Kangra,EXECUTION    PETITION,3275,Civil,07-12-2021
Himachal Pradesh,Kangra,EXECUTION PETITION,860,Criminal,07-02-2022
Himachal Pradesh,Kangra,EXPLOSIVE ACT,6,Criminal,21-04-2022
Himachal Pradesh,Kangra,FACTORY ACT,30,Criminal,02-07-2022
Himachal Pradesh,Kangra,FOOD ACT.,54,Criminal,14-12-2022
Himachal Pradesh,Kangra,FOREIGNER ACT,7,Criminal,07-06-2023
Himachal Pradesh,Kangra,GAMBLING ACT,30,Criminal,28-12-2021
Himachal Pradesh,Kangra,GUARDIANS AND WARDS ACT,223,Civil,28-09-2023
Himachal Pradesh,Kangra,HINDU ADOPTATION AND MAINT ACT,24,Civil,24-10-2023
Himachal Pradesh,Kangra,HINDU MARRIAGE ACT,3939,Civil,20-11-2021
Himachal Pradesh,Kangra,HP INSTRUMENT CONTROL NOISE,1,Criminal,24-09-2022
Himachal Pradesh,Kangra,INDIAN FOREST ACT.,63,Criminal,13-07-2023
Himachal Pradesh,Kangra,IT ACT,3,Criminal,19-01-2022
Himachal Pradesh,Kangra,JAIL APPEAL,5,Criminal,12-07-2022
Himachal Pradesh,Kangra,JUVENILE,223,Criminal,19-04-2023
Himachal Pradesh,Kangra,JUVENILE ACT,5,Criminal,14-09-2023
Himachal Pradesh,Kangra,JUVENILE IPC,336,Criminal,04-11-2022
Himachal Pradesh,Kangra,LABOUR ACT.,982,Criminal,31-03-2022
Himachal Pradesh,Kangra,LAND AQ .CASES,42,Civil,05-04-2022
Himachal Pradesh,Kangra,LOCAL AND SPECIAL LAWS ACT,2,Criminal,09-03-2023
Himachal Pradesh,Kangra,M.A.C.T,2257,Civil,06-09-2023
Himachal Pradesh,Kangra,MACT EXECUTION,14,Civil,30-05-2023
Himachal Pradesh,Kangra,MENTAL HEALTH ACT. 1987,8,Civil,08-04-2022
Himachal Pradesh,Kangra,MINE ACT.,496,Criminal,26-12-2021
Himachal Pradesh,Kangra,MISC CIVIL CASE,6,Civil,23-05-2022
Himachal Pradesh,Kangra,MISC CRIMINAL CASE,215,Criminal,13-05-2022
Himachal Pradesh,Kangra,MISC CRIMINAL REVISION,1,Criminal,27-07-2023
Himachal Pradesh,Kangra,MISC. CIVIL,15,Civil,11-04-2023
Himachal Pradesh,Kangra,MOTOR TRANSPORT WORKER ACT,5,Criminal,12-04-2023
Himachal Pradesh,Kangra,MOTOR VEHC ACT,36233,Criminal,11-03-2023
Himachal Pradesh,Kangra,MUNCIPALITY BOARD APPEAL,1,Criminal,15-07-2022
Himachal Pradesh,Kangra,MUNICIPALITY BOARD ACT,5,Criminal,01-01-2022
Himachal Pradesh,Kangra,MUSLIM MARRIAGE PETITION,5,Civil,26-05-2023
Himachal Pradesh,Kangra,NDPS ACT,732,Criminal,17-02-2023
Himachal Pradesh,Kangra,OBJECTION PETITION,34,Civil,17-04-2022
Himachal Pradesh,Kangra,PANCHAYAT  APPEAL,14,Civil,08-08-2022
Himachal Pradesh,Kangra,PANCHAYAT APPEAL,56,Criminal,16-05-2023
Himachal Pradesh,Kangra,PANCHYAT APPLICATION,28,Criminal,17-12-2022
Himachal Pradesh,Kangra,PAUPER APPLICATION,2,Civil,02-05-2022
Himachal Pradesh,Kangra,PAYMENT OF  WAGES ACT,45,Criminal,04-05-2023
Himachal Pradesh,Kangra,PAYMENT OF WAGES ACT,9,Civil,26-08-2023
Himachal Pradesh,Kangra,PD ACT,1,Criminal,27-03-2022
Himachal Pradesh,Kangra,"PDP ACT ,1984",1,Criminal,07-04-2022
Himachal Pradesh,Kangra,PERCEPT,2,Civil,21-05-2023
Himachal Pradesh,Kangra,POLICE ACT.,152,Criminal,20-04-2023
Himachal Pradesh,Kangra,POLICE CHALLAN,13022,Criminal,11-04-2022
Himachal Pradesh,Kangra,PREVENTION OF CRUELTY TO ANIMAL ACT,4,Criminal,22-09-2022
Himachal Pradesh,Kangra,PREVENTION OF DISFIGERMENT ACT,4,Criminal,18-09-2023
Himachal Pradesh,Kangra,PROBATE CASE,1,Civil,07-12-2021
Himachal Pradesh,Kangra,PROHIBITION OF CHILD MARRIAGE,4,Civil,20-04-2023
Himachal Pradesh,Kangra,PUBLIC PREMISES ACT,4,Civil,26-01-2022
Himachal Pradesh,Kangra,RAILWAY ACT,4,Criminal,01-06-2022
Himachal Pradesh,Kangra,REFERENCE CMA,20,Civil,09-07-2022
Himachal Pradesh,Kangra,REFERENCE EXECUTION,7,Civil,04-01-2023
Himachal Pradesh,Kangra,REFERENCE PETITION,289,Civil,14-06-2023
Himachal Pradesh,Kangra,REGULAR CIVIL APPEAL,1,Civil,28-12-2022
Himachal Pradesh,Kangra,RENT APPEAL,48,Civil,25-01-2023
Himachal Pradesh,Kangra,RENT CASE,331,Civil,14-06-2023
Himachal Pradesh,Kangra,RENT CONTROL APPEAL,7,Civil,10-11-2022
Himachal Pradesh,Kangra,REVIEW PETITION,4,Civil,07-04-2022
Himachal Pradesh,Kangra,SC/ST PREVENTION OF ATROCITY ACT,10,Criminal,08-07-2022
Himachal Pradesh,Kangra,SCC EXECUTION,1,Civil,09-02-2022
Himachal Pradesh,Kangra,SESSION TRIAL,1541,Criminal,04-07-2022
Himachal Pradesh,Kangra,SHOPS ACT. 1969,688,Criminal,10-10-2022
Himachal Pradesh,Kangra,ST - TRANSFER,6,Other,27-06-2023
Himachal Pradesh,Kangra,SUCCESSION ACT.,334,Civil,02-09-2022
Himachal Pradesh,Kangra,SUCCESSION CASE,38,Civil,02-03-2022
Himachal Pradesh,Kangra,SUIT FOR DAMAGE,47,Civil,17-08-2022
Himachal Pradesh,Kangra,SUIT FOR DECLARATION,3487,Civil,22-05-2022
Himachal Pradesh,Kangra,SUIT FOR PERMANENT INJUNCTION,9763,Civil,27-06-2022
Himachal Pradesh,Kangra,SUIT FOR POSSESSION,1832,Civil,12-08-2023
Himachal Pradesh,Kangra,SUIT FOR RECOVERY,4057,Civil,09-01-2023
Himachal Pradesh,Kangra,TOURISUM ACT,1,Criminal,19-03-2022
Himachal Pradesh,Kangra,TRANSFER APPL,26,Other,17-06-2022
Himachal Pradesh,Kangra,UTR/CR,4179,Criminal,13-03-2023
Himachal Pradesh,Kangra,WAGES ACT,21,Criminal,10-11-2022
Himachal Pradesh,Kangra,WAKF CIVIL SUIT,12,Civil,06-12-2021
Himachal Pradesh,Kangra,WAKF CMA,11,Civil,18-11-2021
Himachal Pradesh,Kangra,WAQF CASE,16,Civil,18-10-2023
Himachal Pradesh,Kangra,WILD PROTECTION ACT,15,Criminal,16-12-2021
Himachal Pradesh,Kangra,WORKMAN'S COMPENSATION ACT,281,Civil,18-12-2021
Himachal Pradesh,Kullu,125 CR. P.C.,761,Criminal,21-11-2021
Himachal Pradesh,Kullu,127 CR. P.C.,164,Criminal,15-05-2022
Himachal Pradesh,Kullu,A.I.R,1372,Criminal,12-10-2022
Himachal Pradesh,Kullu,ARBITATION EXECUTION,22,Civil,16-06-2023
Himachal Pradesh,Kullu,ARBITRATION ACT.,8,Civil,20-07-2022
Himachal Pradesh,Kullu,ARMS ACT.,6,Criminal,16-01-2023
Himachal Pradesh,Kullu,ATROCITY CASES,1,Criminal,15-07-2022
Himachal Pradesh,Kullu,BAIL APPLICATION,4418,Criminal,20-12-2022
Himachal Pradesh,Kullu,CALANDRA,312,Criminal,01-02-2022
Himachal Pradesh,Kullu,CIVIL APPEAL,544,Civil,30-08-2022
Himachal Pradesh,Kullu,CIVIL EXECUTION,6,Civil,10-01-2022
Himachal Pradesh,Kullu,CIVIL MISC APPLICATION,6201,Civil,08-07-2023
Himachal Pradesh,Kullu,CIVIL MISC. APPEAL,224,Civil,17-02-2023
Himachal Pradesh,Kullu,CIVIL MISC. PETITION,3350,Civil,03-07-2023
Himachal Pradesh,Kullu,CIVIL REVISION,21,Civil,30-04-2023
Himachal Pradesh,Kullu,CIVIL SUIT,6060,Civil,04-09-2023
Himachal Pradesh,Kullu,CIVIL TRANSFER APPLICATION,5,Civil,30-09-2023
Himachal Pradesh,Kullu,CLAIM PETITION,786,Civil,12-05-2022
Himachal Pradesh,Kullu,COMP. D.V. ACT.,94,Criminal,14-11-2022
Himachal Pradesh,Kullu,COMP. U/S 138 NIA,8590,Criminal,22-07-2023
Himachal Pradesh,Kullu,COMPLAINT IPC/PVT. COMPLAINT,170,Criminal,23-02-2022
Himachal Pradesh,Kullu,COMPLAINT OF MIN. WAGES ACT.,196,Criminal,12-09-2023
Himachal Pradesh,Kullu,COPY RIGHT ACT.,11,Criminal,28-03-2023
Himachal Pradesh,Kullu,CORRUPTION CASE,85,Criminal,03-03-2022
Himachal Pradesh,Kullu,COUNTER CLAIM,10,Civil,27-12-2021
Himachal Pradesh,Kullu,COUNTRY PLANNING ACT,2,Criminal,19-03-2023
Himachal Pradesh,Kullu,CR. M. A.,8982,Criminal,23-09-2023
Himachal Pradesh,Kullu,CRIMINAL APPEAL,895,Criminal,12-06-2023
Himachal Pradesh,Kullu,CRIMINAL CASE,9,Criminal,04-03-2023
Himachal Pradesh,Kullu,CRIMINAL MISC. PETITION,3321,Criminal,17-05-2023
Himachal Pradesh,Kullu,CRIMINAL REVISION,276,Criminal,26-07-2023
Himachal Pradesh,Kullu,CRIMINAL TRANSFER APPLICATION,4,Criminal,22-03-2023
Himachal Pradesh,Kullu,CROSS OBJECTION,3,Civil,23-02-2023
Himachal Pradesh,Kullu,DOMESTIC VIOLENCE ACT.,1012,Criminal,04-07-2023
Himachal Pradesh,Kullu,DOWRY PROHIBITION ACT,4,Criminal,09-10-2023
Himachal Pradesh,Kullu,DRUGS AND COSMETIC ACT,12,Criminal,07-01-2023
Himachal Pradesh,Kullu,ELECTION PETITION,15,Civil,22-03-2023
Himachal Pradesh,Kullu,ESSENTIAL COMMODITY ACT.,4,Criminal,17-05-2022
Himachal Pradesh,Kullu,EXCISE ACT.,331,Criminal,23-05-2022
Himachal Pradesh,Kullu,EXECUTION PETITION,2369,Civil,01-06-2022
Himachal Pradesh,Kullu,EXECUTION PETITIONCR,65,Criminal,26-07-2023
Himachal Pradesh,Kullu,FACTORY ACT,21,Criminal,14-10-2023
Himachal Pradesh,Kullu,FOOD ACT.,72,Criminal,07-02-2022
Himachal Pradesh,Kullu,FOREIGNER ACT,15,Criminal,17-11-2022
Himachal Pradesh,Kullu,GAMBLING ACT,18,Criminal,13-02-2022
Himachal Pradesh,Kullu,GANGSTER ACT,2,Criminal,28-01-2023
Himachal Pradesh,Kullu,GUARDIAN AND WARD ACT,65,Civil,24-09-2022
Himachal Pradesh,Kullu,H.P.G.C.P.T.R.ACT,1,Criminal,02-04-2022
Himachal Pradesh,Kullu,HINDU MARRIAGE ACT,1121,Civil,18-04-2023
Himachal Pradesh,Kullu,IMMORAL TRAFFIC ACT,5,Criminal,29-01-2023
Himachal Pradesh,Kullu,INDIAN FOREST ACT.,36,Criminal,17-02-2023
Himachal Pradesh,Kullu,INDIAN TELEGRAPH ACT. 1885,10,Civil,25-06-2023
Himachal Pradesh,Kullu,IT ACT,1,Criminal,11-11-2023
Himachal Pradesh,Kullu,JUVENILE,2,Criminal,26-06-2023
Himachal Pradesh,Kullu,JUVENILE ACT,1,Criminal,05-06-2022
Himachal Pradesh,Kullu,JUVENILE IPC,2,Criminal,13-03-2023
Himachal Pradesh,Kullu,LABOUR ACT.,141,Criminal,11-08-2022
Himachal Pradesh,Kullu,M.A.C.T,28,Civil,19-08-2023
Himachal Pradesh,Kullu,MACT EXECUTION,1,Civil,11-06-2023
Himachal Pradesh,Kullu,MINE ACT.,1710,Criminal,10-04-2023
Himachal Pradesh,Kullu,MISC CIVIL CASE,9,Civil,17-04-2022
Himachal Pradesh,Kullu,MISC CRIMINAL REVISION,1,Criminal,15-06-2022
Himachal Pradesh,Kullu,MISC. CIVIL,8,Civil,13-10-2023
Himachal Pradesh,Kullu,MISC.RENT CONTROL CASES,2,Civil,29-04-2022
Himachal Pradesh,Kullu,MOTOR VEHC ACT,58883,Criminal,01-07-2023
Himachal Pradesh,Kullu,MUNCIPALITY BOARD APPEAL,8,Criminal,16-04-2023
Himachal Pradesh,Kullu,NDPS ACT,1112,Criminal,13-01-2022
Himachal Pradesh,Kullu,OBJECTION PETITION,203,Civil,30-08-2023
Himachal Pradesh,Kullu,PANCHAYAT APPEALCR,4,Criminal,02-05-2022
Himachal Pradesh,Kullu,PANCHYAT APPLICATION,1,Criminal,22-08-2023
Himachal Pradesh,Kullu,PAUPER APPLICATION,2,Civil,17-05-2023
Himachal Pradesh,Kullu,PAYMENT OF WAGES ACT,14,Civil,21-11-2022
Himachal Pradesh,Kullu,PAYMENT OF WAGES ACT CR,141,Criminal,25-05-2022
Himachal Pradesh,Kullu,PAYMENT OF WAGES ACTCR,78,Criminal,17-04-2023
Himachal Pradesh,Kullu,PDPP ACT,1,Criminal,20-08-2022
Himachal Pradesh,Kullu,POCSO ACT,31,Criminal,19-10-2023
Himachal Pradesh,Kullu,POLICE ACT.,142,Criminal,01-08-2023
Himachal Pradesh,Kullu,POLICE CHALLAN,5698,Criminal,23-10-2022
Himachal Pradesh,Kullu,PRECEPT,10,Civil,03-06-2023
Himachal Pradesh,Kullu,PREVENTION OF CRUELTY TO ANIMAL ACT,1,Criminal,20-10-2022
Himachal Pradesh,Kullu,PREVENTION OF DISFIGERMENT ACT,1,Criminal,19-05-2023
Himachal Pradesh,Kullu,PREVN. OF ATROCITIES ACT.,1,Criminal,01-09-2022
Himachal Pradesh,Kullu,PROHIBITION OF CHILD MARRIAGE ACT,2,Civil,20-03-2022
Himachal Pradesh,Kullu,REFERENCE EXECUTION,2,Civil,19-07-2023
Himachal Pradesh,Kullu,REFERENCE PETITION,793,Civil,20-01-2023
Himachal Pradesh,Kullu,RENT APPEAL,5,Civil,07-01-2022
Himachal Pradesh,Kullu,RENT CASE,96,Civil,08-04-2022
Himachal Pradesh,Kullu,RENT CONTROL REVISION,1,Civil,27-12-2021
Himachal Pradesh,Kullu,REVIEW PETITION,4,Other,30-03-2022
Himachal Pradesh,Kullu,SC/ST PREVENTION OF ATROCITY ACT,11,Criminal,14-07-2023
Himachal Pradesh,Kullu,SESSION TRIAL,270,Criminal,21-02-2023
Himachal Pradesh,Kullu,SHOPS ACT. 1969,1006,Criminal,27-01-2023
Himachal Pradesh,Kullu,ST - TRANSFER,3,Other,17-07-2022
Himachal Pradesh,Kullu,SUCCESSION ACT.,70,Civil,01-05-2022
Himachal Pradesh,Kullu,SUCCESSION CASE,1,Civil,30-01-2023
Himachal Pradesh,Kullu,SUIT FOR DAMAGE,6,Civil,25-09-2023
Himachal Pradesh,Kullu,SUIT FOR DECLARATION,172,Civil,02-04-2023
Himachal Pradesh,Kullu,SUIT FOR PERMANENT INJUNCTION,370,Civil,30-05-2023
Himachal Pradesh,Kullu,SUIT FOR POSSESSION,64,Civil,22-01-2023
Himachal Pradesh,Kullu,SUIT FOR RECOVERY,671,Civil,14-12-2021
Himachal Pradesh,Kullu,TOURISUM ACT,1,Criminal,05-07-2022
Himachal Pradesh,Kullu,TRANSFER APPL,1,Civil,05-02-2023
Himachal Pradesh,Kullu,TRANSFER APPLCR,1,Criminal,03-03-2023
Himachal Pradesh,Kullu,UTR/CR,1455,Criminal,28-05-2022
Himachal Pradesh,Kullu,WILDLIFE PROTECTION ACT,4,Criminal,04-10-2022
Himachal Pradesh,Kullu,WORKMAN COMPENSATION ACT,223,Civil,23-12-2022
Himachal Pradesh,Shimla,125 CR. P.C.,902,Criminal,26-06-2023
Himachal Pradesh,Shimla,127 CR. P.C.,176,Criminal,27-06-2022
Himachal Pradesh,Shimla,128 CR. P.C.,855,Criminal,20-05-2023
Himachal Pradesh,Shimla,A . I .R .,80,Criminal,18-10-2023
Himachal Pradesh,Shimla,A.I.R,757,Criminal,02-10-2022
Himachal Pradesh,Shimla,ARBITATION EXECUTION,85,Civil,24-06-2023
Himachal Pradesh,Shimla,ARBITRATION ACT.,54,Civil,13-06-2022
Himachal Pradesh,Shimla,ARMS ACT.,3,Criminal,01-08-2022
Himachal Pradesh,Shimla,BAIL APPLICATION,2103,Criminal,16-01-2023
Himachal Pradesh,Shimla,CALANDRA,96,Civil,30-12-2022
Himachal Pradesh,Shimla,CHILD LABOUR ACT,11,Criminal,08-10-2023
Himachal Pradesh,Shimla,CIVIL APPEAL,877,Civil,18-04-2023
Himachal Pradesh,Shimla,CIVIL EXECUTION,756,Civil,03-12-2022
Himachal Pradesh,Shimla,CIVIL MISC APPLICATION,9169,Civil,09-05-2023
Himachal Pradesh,Shimla,CIVIL MISC. APPEAL,244,Civil,10-05-2022
Himachal Pradesh,Shimla,CIVIL MISC. APPLICATION,84,Civil,19-03-2022
Himachal Pradesh,Shimla,CIVIL MISC. PETITION,4250,Civil,24-11-2021
Himachal Pradesh,Shimla,CIVIL REVISION,9,Civil,03-02-2023
Himachal Pradesh,Shimla,CIVIL SUIT,6517,Civil,22-08-2023
